subject,text,dir
Computer_Science,424 Chapter 6 Enhancing Performance with Plpellnlng a From before b From target c From fall through add s1 s2 s3 sub t4 t5 16_ add sl s2 s3 if s2 0 then if s1 0 then I I I I Delay slot add sl s2 s3 Delay slot if sl 0 then I sub t4 t5 t6 ___ I Delay slot Becomes Becomes Becomes add sl s2 s3 if s2 Othen if sl Othen I I I add sl s2 s3 add sl s2 Ss3 1 sub t4 t5 t6 if sl 0 then I I sub t4 t5 t6 FIGURE 6 40 Scheduling the branch delay slot The top box each paIr shows the cooe before In scheduling the bottom box shows the scheduled code In a the delay slot is scheduled with an indepen dem instruction from before the branch This is the best choice Strategies b and c are used when a is not possible In the code sequences for b and c the use of S51 in the branch condition prevents the add instruction whose destination is Ss 1 from being moved imo the branch delay slot In b the branch delay slot is scheduled from the target of the branch usually the target instruction will need to be copied because it can be reached by another path Strategy b is preferred when the branch is taken with high probability such as a loop branch Finally the branch may be scheduled from the not taken fall through as in c To make this optimiwtion legal for b or c it mllSt be OK to execute the 5ub instruction when the branch goes in the wlexpected direction By OK we mean that the work is wasted but the program will still execute correctly This is the case for eL1mple if St4 were an unused temporary register when the branch goes in the unexpected direction Pipeline Summary Thus far we have seen three models of execution single cycle multicycle and pipelined Pipelined control strives for 1 clock cycle per instruction like single cycle but also for a fast clock cycle like multicycle Let s revisit the example com parison of single cycle and multicycle processors ,./data/Computer_Science/Computer_Science440.txt
Computer_Science,310 Chapter 5 The Processor Datapath and Control 0 M Add ALU 4 Add 1 result Shift left 2 RegDst Branch MemRead Instruction 31 26J MemtoReg Control ALUO MemWrite ALUSrc RegWrite Instruction 25 21 Read Read r PC register 1 address Read Instruction 20 161 data 1 Read L r Zero register 2 Instruction 31 0J ALU ALU Read M Write Read 0 result Address data 1 Instruction Instruction 15 11 register data 2 M f M y memory V Write 0 d Registers Data Write memory data Instruction 15 0 16 32 Sign ALU extend control I Instruction 5 0 FIGURE 5 20 11Ie datapath In operation for a load Instruction The oontrol lmes datap 1th WiltS and connectlons th 1t are actlve are hIgh Iighted A store instruction mmld operate verysimilarly The Jll 1in difference would be that the memory controlm uld indicate a WTite rather than a read the second register value read m uld be U ied for the data to store and the operation ofwriting the data memoryvalue to the register file m uld nOi occur instruction but the ALU output is used to determine whether the PC is written with PC 4 or the brJ nch target address Figure 5 21 shows the four steps in execution 1 An instruction is fetched from the instruction memory and the PC is incre mented 2 Two registers t 1 and t Z are read from the register file ,./data/Computer_Science/Computer_Science326.txt
Computer_Science,316 Chapter 5 The Processor Datapath and Control We need only find the clock cycle time for the two implementations since the instruction count and CPI are the same for both implementations The criti cal path for the different instruction classes is as follows Instruction class Functional units used by the Instruction class R type Instruction fetch Register access ALU Register access ALU Load word InstnJction fetch Register access Memory access Register access Store word InstnJction fetch Register access ALU Memory access ALU Branch Instruction fetch Register access Jump Instruction fetch Using these critical paths we ca n compute the required length for each instruc tion class I I ALU Instruction Instruction Register Data Register class memory read operation memory write R type 200 50 100 0 50 400 ps Load word 200 50 100 200 50 600 ps Store word 200 50 100 200 550 ps Branch 200 50 100 0 350 ps Jump 200 200 ps The clock cycle for a machine with a single clock for all instructions will be determined by the longest instruction which is 600 ps This timing is ap proximate since our timing model is quite simplistic In reality the timing of modern digital systems is complex A machine with a variable clock will have a clock cycle that varies between 200 ps and 600 ps We ca n find the average clock cycle length for a machine with a variable length clock using the information above and the instruction frequency distribution Thus the average time per instruction with a variable clock is CPU clock cycle 600 x 25 550 x 10 400 x 45 350 x 15 200 x 5 447 5 ps Since the variable clock implementation has a shorter average clock cycle it is clearly faster Let s find the performance ratio ,./data/Computer_Science/Computer_Science332.txt
Computer_Science,438 Chapter 6 Enhancing Performance with Plpellnlng Clea rly this two issue processor can improve performance by up to a factor of 2 Doing so however requires that twice as many instructions be overlapped in execution and this additional overlap increases the relative performance loss from data and control hazards For example in our simple five stage pipeline loads have a use latency of 1 clock cycle which prevents one instruction from using the result without stalling In the two issue five stage pipeline the result of a load instruction cannot be used on the next clock cycle This means that the next two instructions cannot use the load result without stalling Furthermore ALU instructions that had no use latency in the simple five stage pipeline now have a one instruction use latency since the results cannot be used in the paired load or store To effectively exploit the parallelism available in a multiple issue processor more ambitious compiler or hardware scheduling techniques are needed and static multiple issue requires that the compiler takes on this role Simple Multiple ls5ue Code Scheduling How would this loop be scheduled on a static two issue pipeline for MIPS EXAMPLE Loop lw ItO O sl II tO array element addu t0 HO s2 II add scalar in s2 sw ItO O sl II store result addi sl sl 4 II decrement pointer bne sl zero Loop II branch sl O Reorder the instructions to avoid as many pipeline stalls as possible Assume branches are predicted so that control hazards are handled by the hardware The first three instructions have data dependences and so do the last two ANSWER Figure 6 46 shows the best schedule for these instructions Notice that just one pair of instructions has both issue slots used It takes 4 clocks per loop it eration at 4 clocks to execute 5 instructions we get the disappointing CPI of 0 8 versus the best case of 0 5 or an IPC of 1 25 versus 2 0 Notice that in computing CPI or IPC we do not count any nops executed as useful instruc tions Doing so would improve CPI but not performance loop unrolling A technique to get more performance from loops that access arrays in An important compiler technique to get more performance from loops is loop which multiple copies ofthe unrolling a technique where multiple copies of the loop body are made After loop body are made and instruc unrolling there is more ILP available by overlapping instructions from different tions from different iterations iterations are scheduled together ,./data/Computer_Science/Computer_Science454.txt
Computer_Science,452 Chapter 6 Enhancing Performance with Plpellnlng example Bhandarkar and Clark 199 1 compared the MIPS M 2000 and the DEC VAX 8700 by counting clock cycles of the SPEC benchmarks they concluded that although the M IPS M 2000 executes mo re instructions the VAX on average exe cutes 2 7 times as many clock cycles so the MIPS is faster Nine tenths ofwisdom con sists ofbeing wise ill time Concluding Remarks American proverb Pipelining improves the average execution time per instruction Depending on whether you start with a single cycle o r multiple cycle datapath this reduction can be thought of as decreasing the clock cycle time or as decreasing the number of clock cycles per instruction CPl We started with the simple single cycle data path so pipelining was presented as reducing the clock cycle time of the simple datapath Multiple issue in comparison clearly focuses on reducing CPI or increasing IPC Figure 6 52 shows the effect on CPI and clock rate for each of the microarchitectures from Chapters 5 and 6 Performance is increased by moving up and to the right since it is the product of IPC and clock rate that determines performance for a given instruction set Pipelining improves throughput but not the inherent execution time or latency of instructions the latency is similar in length to the multicycle approach Unlike that approach which uses the same hardware repeatedly during instruc tion execution pipelining starts an instruction every clock cycle by having dedi cated hardware Similarly multiple issue adds additional datapath hardware to allow multiple instructions to begin every clock cycle but at an increase in effec tive latency Figure 6 53 shows the datapaths from Figure 6 52 placed according to instruction latency The the amount of sharing of hardware and instruction latency inherent execution time for an Pipelining and multiple issue both attempt to exploit instruction level parallel instruction ism The presence of data and control dependences which can become hazards are the primary limitations on how much parallelism can be exploited Scheduling and speculation both in hardware and software are the primary techniques used to reduce the performance impact of dependences The switch to longer pipelines multiple instruction issue and dynamic sched uling in the mid 1990s has helped sustain the 60 per year processor perfor mance increase that we have benefited from since the early 1980s In the past it appeared that the choice was between the highest clock rate processors and the most sophisticated superscalar processors As we have seen the Pentium 4 com bines both and achieves remarkable performance ,./data/Computer_Science/Computer_Science468.txt
Computer_Science,108 Chapter 2 Instructions Language of the Computer architecture and to be sure to get best perfo rmance however study the real MIPS instructions found in Figures 2 25 and 2 27 Assemblers will also accept numbers in a variety of bases In addition to binary and decimal they usually accept a base that is more succinct than binary yet con verts easily to a bit pattern MIPS assemblers use hexadecimal Such features are convenient but the primary task of an assembler is assembly into machine code The assembler turns the assembly language program into an machine language Binary object file which is a combination of machine language instructions data and representation lIsed for commu information needed to place instructions properly in memory nication within a computer To produce the binary version of each instruction in the assembly language pro system gram the assembler must determine the addresses corresponding to all labels Assemblers keep track of labels used in branches and data transfer instructions in a symbol table A table that sym bol table As you might expect the table contains pairs of symbol and address matches names oflabels to the The object file for UNIX systems typically contains six distinct pieces addresses of the memorywords The object file header describes the size and position of the other pieces of that instructions occupy the object file The text segment contains the machine language code The static data segment contains data allocated for the life of the program U NIX allows programs to use either static data which is allocated through out the program or dynamic data which can grow or shrink as needed by the program The relocation information identifies instructions and data words that depend on absolute addresses when the program is loaded into memory The symbol table contains the remaining labels that are not defined such as external references The debugging information contains a concise description of how the mod ules were compiled so that a debugger can associate machine instructions with C source files and make data structures readable The next subsection shows how to attach such routines that have already been assembled such as library routines Linker What we have presented so far suggests that a single change to one line of one proce dure requires compiling and assembling the whole program Complete retransla tion is a terrible waste of computing resources This repetition is particularly wasteful for standard library routines because programmers would be compiling and assembling routines that by definition almost never change An alternative is to,./data/Computer_Science/Computer_Science124.txt
Computer_Science,Glossary G 3 cache with tags making it more costly than cathode ray tube CRT display A display a simple prediction buffer such as a television set that displays an im bus In logic design a collection of data age using an electron beam scanned across a lines that is treated together as a single logi screen cal signal also a shared collection oflines central processor unit CPU Also called with multiple sources and uses processor The active part of the computer bus master A unit on the bus that can ini which contains the datapath and control tiate bus requests and which adds numbers tests numbers bus transaction A sequence of bus opera signals I O devices to activate and so on tions that includes a request and may in clock cycle Also called tick clock tick clude a response either ofwhich may carry clock period clock cycle The time for one data A transaction is initiated by a single re clock period usually of the processor clock quest and maytake many individual bus op which nms at a constant rate erations clock cycles per instruction CPI Average cache coherency Consistency in the value number ofclock cycles per instruction for a ofdata benveen theversions in the caches of program or program fragm ent several processors clock period The length of each clock cycle cachecoherent NUMACC NUMA A non clock skew The difference in absolute time uniform memory access multiprocessor between the times when two state elements that maintains coherence for all caches see a clock edge cache memory A small fast memory that clocking methodology The approach used acts as a buffer for a slower larger memory to determine when data is valid and stable cache miss A request for data from the relative to the clock cache that cannot be filled because the data cluster A set of computers connected over is not present in the cache a local area network LAN that function as callee A procedure that executes a series of a single large multiprocessor stored instructions based on parameters combinational logic A logic system whose provided by the caller and then returns con blocks do not contain memory and hence trol to the caller compute the same output given the same callee saved register A register saved by input the routine making a procedure calL commit unit The unit in a dynamic or out caller The program that instigates a proce of order execution pipeline that decides dure and provides the necessary parameter when it is safe to release the result of an op values eration to programmer visible registers and caller saved register A register saved by memory the routine being called compiler A program that translates high capacity miss A cache miss that occurs be level language statements into assembly cause the cache even with full associativity language statements cannot contain all the block needed to satis compulsory miss Also called cold start fy the request miss A cache miss caused by the first access carrier signal A continuous signal of a sin to a block that has never been in the cache gle frequency capable of being modulated conditional branch An instruction that re by a second data carrying signaL quires the comparison of two values and,./data/Computer_Science/Computer_Science642.txt
Computer_Science,Glossary G 17 workload A set of programs run on a com write invalidate A type of snooping proto puter that is either the actual collection of col in which the writing processor causes all applications run by a user or is constructed copies in other caches to be invalidated be from real programs to approximate such a fore changing its local copy which allows it mix A typical workload specifies both the to update the local data until another pro programs as well as the relative frequencies cessor asks for it write buffer A queue that holds data while write through A scheme in which writes the data arewaiting to be written to memory always update both the cache and the mem write back A scheme that handles writes ory ensuring that data is always consistent by updating values only to the block in the between the two cache then writing the modified block to yield The percentage ofgood dies from the the lower level of the hierarchy when the total number of dies on the wafer block is replaced ,./data/Computer_Science/Computer_Science656.txt
Computer_Science,114 Chapter 2 Instructions Language of the Computer The linker loader finds the desired routine remaps it and changes the address in the indirect jump location to point to that routine It then jumps to it When the routine completes it returns to the original calling site Thereafter it jumps indi rectly to the routine without the extra hops In summary DLLs require extra space for the information needed for dynamic linking but do not require that whole libraries be copied or linked They pay a good deal of overhead the first time a routine is called but only a single indirect jump thereafter Note that the return from the library pays no extra overhead Microsoft s Windows relies extensively on lazy dynamically linked libraries and it is also the normal way of executing programs on UNIX systems today Starting a Java Program The discussion above captures the traditional model of executing a program where the emphasis is on fast execution time fo r a program targeted to a specific instruction set architecture or even a specific implementation of that architec ture Indeed it is possible to execute Java programs just like C Java was invented with a different set of goals however One was to quickly run safely on any com puter even if it might slow execution time Figure 2 30 shows the typical translation and execution steps for Java Rather than com pile to the assembly language of a target com puter Java is com piled Java bytecode Instruction first to instructions that are easy to interpret the Java bytecode instruction set from an instruction set designed This instruction set is designed to be close to the Java language so that this com to interpret Java programs I Java program I Compiler I I Class files Java bytecodes Java Library routines machine language us In Time Java Virtual Machine compiler Compiled Java methods machine language FIGURE 2 30 A translation hierarchy for Java A Java program is first compiled into a binaryversion of JaVll bytecodes with aU addresses defined by the compiler The Java program is now ready to rw on the imerpreter called the Java Virtual Machine JVM The JVM links to desired methods in the JaVll library while orr the program is running To achieve gre 1ter performance the JVM can invoke the Just In Time compiler which selectivelycompiles methods into the n 1tive machine language ofthe m 1chine on which it is rwming ,./data/Computer_Science/Computer_Science130.txt
Computer_Science,102 Chapter 2 Instructions Language of the Computer Decoding Machine Code EXAMPLE What is the assembly language statement corresponding to this machine instruction OOaf8020hex The first step in converting hexadecimal to binary is to find the op fields ANSWER Bits 31 28 26 5 2 0 0000 0000 1010 1111 1000 0000 0010 0000 We look at the op field to determine the operation Referring to Figure 2 25 when bits 31 29 are 000 and bits 28 26 are 000 it is an R format instruction Let s reformat the binary instruction into R format fields listed in Figure 2 26 op rt cd shamt funct 000000 00101 01111 10000 00000 100000 The bottom portion of Figure 2 25 determines the operation of an R format instruction In this case bits 5 3 are 100 and bits 2 0 are 000 which means this binary pattern represents an add instruction We decode the rest of the instruction by looking at the field values The deci mal values are 5 for the rs field 15 for rt 16 for rd shamt is unused Figure 2 18 says these numbers represent registers a1 t 7 and s O Now we can show the assembly instruction add sO al t 7 Figure 2 26 shows all the MIPS instruction formats Figure 2 27 shows the MIPS assembly language revealed in Chapter 2 the remaining hidden portion of MIPS instructions deals mainly w ith arithmetic covered in the next chapter ,./data/Computer_Science/Computer_Science118.txt
